adaptive_n_back_mturk.hddm_drift,Pos
adaptive_n_back_mturk.hddm_non_decision,NA
adaptive_n_back_mturk.hddm_thresh,Pos
adaptive_n_back_mturk.mean_load,Pos
angling_risk_task_always_sunny_mturk.keep_adjusted_clicks,Neg
angling_risk_task_always_sunny_mturk.keep_loss_percent,Neg
angling_risk_task_always_sunny_mturk.keep_score,Pos
angling_risk_task_always_sunny_mturk.release_adjusted_clicks,Neg
angling_risk_task_always_sunny_mturk.release_loss_percent,Neg
angling_risk_task_always_sunny_mturk.release_score,Pos
attention_network_task_mturk.alerting_hddm_drift,Pos
attention_network_task_mturk.conflict_hddm_drift,Pos
attention_network_task_mturk.hddm_drift,Pos
attention_network_task_mturk.hddm_non_decision,NA
attention_network_task_mturk.hddm_thresh,Pos
attention_network_task_mturk.orienting_hddm_drift,Pos
bickel_titrator_mturk.auc_large,Pos
bickel_titrator_mturk.auc_medium,Pos
bickel_titrator_mturk.auc_small,Pos
bickel_titrator_mturk.hyp_discount_rate_large,Neg
bickel_titrator_mturk.hyp_discount_rate_medium,Neg
bickel_titrator_mturk.hyp_discount_rate_small,Neg
bis11_survey_mturk.Attentional,Neg
bis11_survey_mturk.Motor,Neg
bis11_survey_mturk.Nonplanning,Neg
bis11_survey_mturk.total,Neg
bis_bas_survey_mturk.BAS_drive,NA
bis_bas_survey_mturk.BAS_fun_seeking,NA
bis_bas_survey_mturk.BAS_reward_responsiveness,NA
bis_bas_survey_mturk.BAS_total,NA
bis_bas_survey_mturk.BIS,NA
brief_self_control_survey_mturk.self_control,Pos
choice_reaction_time_mturk.hddm_drift,Pos
choice_reaction_time_mturk.hddm_non_decision,NA
choice_reaction_time_mturk.hddm_thresh,Pos
cognitive_reflection_survey_mturk.correct_proportion,Pos
cognitive_reflection_survey_mturk.intuitive_proportion,Neg
columbia_card_task_cold_mturk.avg_cards_chosen,NA
columbia_card_task_cold_mturk.gain_sensitivity,Pos
columbia_card_task_cold_mturk.information_use,Pos
columbia_card_task_cold_mturk.loss_sensitivity,Pos
columbia_card_task_cold_mturk.probability_sensitivity,Pos
columbia_card_task_hot_mturk.avg_cards_chosen,NA
columbia_card_task_hot_mturk.gain_sensitivity,Pos
columbia_card_task_hot_mturk.information_use,Pos
columbia_card_task_hot_mturk.loss_sensitivity,Pos
columbia_card_task_hot_mturk.probability_sensitivity,Pos
dickman_survey_mturk.dysfunctional,Neg
dickman_survey_mturk.functional,Pos
dietary_decision_mturk.health_sensitivity,Pos
dietary_decision_mturk.prop_healthy_choice,Pos
dietary_decision_mturk.taste_sensitivity,Neg
digit_span_mturk.forward_span,Pos
digit_span_mturk.reverse_span,Pos
directed_forgetting_mturk.hddm_drift,Pos
directed_forgetting_mturk.hddm_non_decision,NA
directed_forgetting_mturk.hddm_thresh,Pos
directed_forgetting_mturk.proactive_interference_hddm_drift,Pos
discount_titrate_mturk.hyp_discount_rate_glm,Neg
discount_titrate_mturk.hyp_discount_rate_nm,Neg
discount_titrate_mturk.percent_patient,NA
dospert_eb_survey_mturk.ethical,NA
dospert_eb_survey_mturk.financial,NA
dospert_eb_survey_mturk.health_safety,NA
dospert_eb_survey_mturk.recreational,NA
dospert_eb_survey_mturk.social,NA
dospert_rp_survey_mturk.ethical,NA
dospert_rp_survey_mturk.financial,NA
dospert_rp_survey_mturk.health_safety,NA
dospert_rp_survey_mturk.recreational,NA
dospert_rp_survey_mturk.social,NA
dospert_rt_survey_mturk.ethical,NA
dospert_rt_survey_mturk.financial,NA
dospert_rt_survey_mturk.health_safety,NA
dospert_rt_survey_mturk.recreational,NA
dospert_rt_survey_mturk.social,NA
dot_pattern_expectancy_mturk.AY-BY_hddm_drift,NA
dot_pattern_expectancy_mturk.BX-BY_hddm_drift,NA
dot_pattern_expectancy_mturk.bias,NA
dot_pattern_expectancy_mturk.dprime,Pos
dot_pattern_expectancy_mturk.hddm_drift,Pos
dot_pattern_expectancy_mturk.hddm_non_decision,NA
dot_pattern_expectancy_mturk.hddm_thresh,Pos
eating_survey_mturk.cognitive_restraint,Pos
eating_survey_mturk.emotional_eating,Neg
eating_survey_mturk.uncontrolled_eating,Neg
erq_survey_mturk.reappraisal,NA
erq_survey_mturk.suppression,NA
five_facet_mindfulness_survey_mturk.act_with_awareness,Pos
five_facet_mindfulness_survey_mturk.describe,Pos
five_facet_mindfulness_survey_mturk.nonjudge,Pos
five_facet_mindfulness_survey_mturk.nonreact,Pos
five_facet_mindfulness_survey_mturk.observe,Pos
future_time_perspective_survey_mturk.future_time_perspective,Pos
go_nogo_mturk.bias,NA
go_nogo_mturk.commission_errors,Neg
go_nogo_mturk.dprime,Pos
go_nogo_mturk.omission_errors,Neg
grit_scale_survey_mturk.grit,Pos
hierarchical_rule_mturk.score,Pos
holt_laury_survey_mturk.beta,NA
holt_laury_survey_mturk.prob_weighting,Neg
holt_laury_survey_mturk.risk_aversion,Neg
holt_laury_survey_mturk.safe_choices,NA
impulsive_venture_survey_mturk.impulsiveness,Neg
impulsive_venture_survey_mturk.venturesomeness,NA
information_sampling_task_mturk.Decreasing_Win_P_correct,Pos
information_sampling_task_mturk.Decreasing_Win_motivation,NA
information_sampling_task_mturk.Fixed_Win_P_correct,Pos
information_sampling_task_mturk.Fixed_Win_motivation,NA
keep_track_mturk.score,Pos
kirby_mturk.exp_discount_rate,Neg
kirby_mturk.exp_discount_rate_large,Neg
kirby_mturk.exp_discount_rate_medium,Neg
kirby_mturk.exp_discount_rate_small,Neg
kirby_mturk.hyp_discount_rate,Neg
kirby_mturk.hyp_discount_rate_large,Neg
kirby_mturk.hyp_discount_rate_medium,Neg
kirby_mturk.hyp_discount_rate_small,Neg
kirby_mturk.percent_patient,NA
kirby_mturk.percent_patient_large,NA
kirby_mturk.percent_patient_medium,NA
kirby_mturk.percent_patient_small,NA
leisure_time_activity_survey_mturk.activity_level,Pos
local_global_letter_mturk.conflict_hddm_drift,Pos
local_global_letter_mturk.global_congruent_errors,Neg
local_global_letter_mturk.global_error_cost,NA
local_global_letter_mturk.global_incongruent_errors,Neg
local_global_letter_mturk.hddm_drift,Pos
local_global_letter_mturk.hddm_non_decision,NA
local_global_letter_mturk.hddm_thresh,Pos
local_global_letter_mturk.local_congruent_errors,Neg
local_global_letter_mturk.local_error_cost,Neg
local_global_letter_mturk.local_incongruent_errors,Neg
local_global_letter_mturk.switch_cost_hddm_drift,Pos
mindful_attention_awareness_survey_mturk.mindfulness,Pos
motor_selective_stop_signal_mturk.SSRT,NA
motor_selective_stop_signal_mturk.hddm_drift,NA
motor_selective_stop_signal_mturk.hddm_non_decision,NA
motor_selective_stop_signal_mturk.hddm_thresh,NA
motor_selective_stop_signal_mturk.reactive_control,NA
motor_selective_stop_signal_mturk.selective_proactive_control,NA
mpq_control_survey_mturk.control,Pos
probabilistic_selection_mturk.positive_learning_bias,NA
probabilistic_selection_mturk.value_sensitivity,NA
psychological_refractory_period_two_choices_mturk.PRP_slope,NA
ravens_mturk.score,Pos
recent_probes_mturk.hddm_drift,Pos
recent_probes_mturk.hddm_non_decision,NA
recent_probes_mturk.hddm_thresh,Pos
recent_probes_mturk.proactive_interference_hddm_drift,Pos
selection_optimization_compensation_survey_mturk.compensation,NA
selection_optimization_compensation_survey_mturk.elective_selection,NA
selection_optimization_compensation_survey_mturk.loss_based_selection,NA
selection_optimization_compensation_survey_mturk.optimization,NA
self_regulation_survey_mturk.control,Pos
sensation_seeking_survey_mturk.boredom_susceptibility,NA
sensation_seeking_survey_mturk.disinhibition,NA
sensation_seeking_survey_mturk.experience_seeking,NA
sensation_seeking_survey_mturk.thrill_adventure_seeking,NA
sensation_seeking_survey_mturk.total,Pos
shape_matching_mturk.hddm_drift,Pos
shape_matching_mturk.hddm_non_decision,NA
shape_matching_mturk.hddm_thresh,Pos
shape_matching_mturk.negative_priming,NA
shape_matching_mturk.prime_trials,NA
shape_matching_mturk.stimulus_interference_hddm_drift,Pos
shift_task_mturk.conceptual_responses,Pos
shift_task_mturk.fail_to_maintain_set,Pos
shift_task_mturk.learning_rate,Pos
shift_task_mturk.learning_to_learn,Neg
shift_task_mturk.nonperseverative_errors,Neg
shift_task_mturk.num_cat_achieved,Pos
shift_task_mturk.perseverative_errors,Neg
shift_task_mturk.perseverative_responses,Neg
shift_task_mturk.total_errors,Neg
shift_task_mturk.trials_pre_first_cat,Neg
simon_mturk.hddm_drift,Pos
simon_mturk.hddm_non_decision,NA
simon_mturk.hddm_thresh,Pos
simon_mturk.simon_hddm_drift,Pos
spatial_span_mturk.forward_span,Pos
spatial_span_mturk.reverse_span,Pos
stim_selective_stop_signal_mturk.SSRT,Neg
stim_selective_stop_signal_mturk.hddm_drift,Pos
stim_selective_stop_signal_mturk.hddm_non_decision,NA
stim_selective_stop_signal_mturk.hddm_thresh,Pos
stop_signal_mturk.SSRT,Neg
stop_signal_mturk.SSRT_high,Neg
stop_signal_mturk.SSRT_low,Neg
stop_signal_mturk.commission_errors,Neg
stop_signal_mturk.hddm_drift,Pos
stop_signal_mturk.hddm_non_decision,NA
stop_signal_mturk.hddm_thresh,Pos
stop_signal_mturk.inhibition_slope,Pos
stop_signal_mturk.omission_errors,Neg
stop_signal_mturk.proactive_SSRT_speeding,Pos
stop_signal_mturk.proactive_slowing,Pos
stop_signal_mturk.total_errors,Neg
stroop_mturk.congruent_errors,Neg
stroop_mturk.errors,Neg
stroop_mturk.hddm_drift,Pos
stroop_mturk.hddm_non_decision,NA
stroop_mturk.hddm_thresh,Pos
stroop_mturk.incongruent_errors,Neg
stroop_mturk.stroop_hddm_drift,Pos
ten_item_personality_survey_mturk.agreeableness,NA
ten_item_personality_survey_mturk.conscientiousness,NA
ten_item_personality_survey_mturk.emotional_stability,NA
ten_item_personality_survey_mturk.extraversion,NA
ten_item_personality_survey_mturk.openness,NA
theories_of_willpower_survey_mturk.endorse_limited_resource,Neg
threebytwo_mturk.cue_switch_cost_hddm_drift_100.0,Pos
threebytwo_mturk.cue_switch_cost_hddm_drift_900.0,Pos
threebytwo_mturk.hddm_drift,Pos
threebytwo_mturk.hddm_non_decision,NA
threebytwo_mturk.hddm_thresh,Pos
threebytwo_mturk.task_switch_cost_hddm_drift_100.0,Pos
threebytwo_mturk.task_switch_cost_hddm_drift_900.0,Pos
time_perspective_survey_mturk.future,NA
time_perspective_survey_mturk.past_negative,NA
time_perspective_survey_mturk.past_positive,NA
time_perspective_survey_mturk.present_fatalistic,NA
time_perspective_survey_mturk.present_hedonistic,NA
tower_of_london_mturk.avg_move_time,NA
tower_of_london_mturk.num_extra_moves,Neg
tower_of_london_mturk.num_optimal_solutions,Pos
tower_of_london_mturk.planning_time,NA
upps_impulsivity_survey_mturk.lack_of_perseverance,Neg
upps_impulsivity_survey_mturk.lack_of_premeditation,Neg
upps_impulsivity_survey_mturk.negative_urgency,Neg
upps_impulsivity_survey_mturk.positive_urgency,Neg
upps_impulsivity_survey_mturk.sensation_seeking,Neg
writing_task_mturk.neutral_probability,NA
writing_task_mturk.positive_probability,Pos
